id,Name,titleProject_id,class,score,login,password
309,Акуратова Клавдия Андреевна,92,9г,5.0,Акуратова_КА,2u1P0ACn
310,Курмеева Елизавета Валерьевна,486,8а,5.0,Курмеева_ЕВ,BPFtWrWY
311,Бадов Александр Аркадиевич,217,10г,3.0,Бадов_АА,oOSepDeC
312,Бакушин Эдуард Адамович,265,7б,5.0,Бакушин_ЭА,iz7tKe00
313,Чебина Инна Сергеевна,273,10т,2.0,Чебина_ИС,BShxdoVR
314,Подледнова Наталья Ивановна,112,11и,3.0,Подледнова_НИ,HA4ejWQI
315,Садгеева Лиза Евгеньевна,460,11г,3.0,Садгеева_ЛЕ,PIqo4xfa
316,Акушин Борис Павлович,493,9т,2.0,Акушин_БП,HWuoMOg0
317,Аришев Руслан Кириллович,379,10т,3.0,Аришев_РК,6CM9xNJz
318,Гуслова Кристина Олеговна,389,9в,2.0,Гуслова_КО,3dpB6PHT
319,Глоточкина Оксана Аркадьевна,370,9и,5.0,Глоточкина_ОА,ddb80lsC
320,Шапина Маргарита Романовна,163,8б,5.0,Шапина_МР,ZMjk6j5d
321,Дурылин Георгий Валериевич,261,11т,4.0,Дурылин_ГВ,RZhVSdQv
322,Болкисева Анна Викторовна,248,7х,4.0,Болкисева_АВ,MUUUGk0B
323,Багапов Вячеслав Сергеевич,99,7д,4.0,Багапов_ВС,mnabTVxm
324,Люцарева Яна Аркадьевна,376,11б,2.0,Люцарева_ЯА,REXuxqgD
325,Боготынина София Егоровна,63,11б,5.0,Боготынина_СЕ,Aga0oEzs
326,Саюшкин Игорь Алексиевич,211,11х,5.0,Саюшкин_ИА,HGoVJAQO
327,Потешных Тамара Николаевна,468,11в,3.0,Потешных_ТН,o4XUQDsb
328,Незлина Жанна Василевна,426,8б,5.0,Незлина_ЖВ,fmfsY210
329,Федичева Вероника Кирилловна,37,7х,4.0,Федичева_ВК,WYxU5kP5
330,Пустынкин Вадим Антонович,388,10в,5.0,Пустынкин_ВА,E8FwRQ1R
331,Аринакова Ирина Михайловна,150,8в,5.0,Аринакова_ИМ,BtpOdYXu
332,Обиралкова Мария Егоровна,294,11т,5.0,Обиралкова_МЕ,Rn8vk9Ee
333,Аристарова Валентина Максимовна,443,11г,2.0,Аристарова_ВМ,V8owk9fG
334,Яуров Герасим Юрьевич,38,9а,5.0,Яуров_ГЮ,X30lM3wT
335,Духонькин Вячеслав Фёдорович,2,9в,4.0,Духонькин_ВФ,pqWlNR8i
336,Гвасков Евгений Михаилович,402,9в,5.0,Гвасков_ЕМ,cPixsyQj
337,Жабынина Галина Николаевна,185,7х,5.0,Жабынина_ГН,6M9qji9h
338,Шерюкова Виолетта Романовна,440,9б,4.0,Шерюкова_ВР,sTdkBoSW
339,Колокатов Пётр Евгеньевич,484,10в,3.0,Колокатов_ПЕ,CN5zsQwR
340,Шайдуков Андрей Михаилович,317,9и,4.0,Шайдуков_АМ,jGAWjF4y
341,Смирнягина Дарья Игоревна,425,10в,4.0,Смирнягина_ДИ,ODnDqKXM
342,Штырева Ева Олеговна,258,11и,2.0,Штырева_ЕО,FNG0myyC
343,Ашукин Вячеслав Михаилович,191,10т,4.0,Ашукин_ВМ,AcwsXarf
344,Рубченкова Галина Алексеевна,190,9в,3.0,Рубченкова_ГА,uLpcxnaN
345,Зархин Иван Алексиевич,478,11и,5.0,Зархин_ИА,I12BXx6W
346,Адиотов Дмитрий Павлович,156,7б,3.0,Адиотов_ДП,D4x7Skel
347,Тищенкова Раиса Валерьевна,79,7д,3.0,Тищенкова_РВ,Ujj7OB6Q
348,Лозеев Илья Петрович,205,10д,2.0,Лозеев_ИП,VMETPlvy
349,Кобяшов Герасим Михаилович,305,11т,2.0,Кобяшов_ГМ,k3pcZRx2
350,Ронова Клавдия Валерьевна,107,7и,4.0,Ронова_КВ,cYLEbqfM
351,Стрижнов Алексей Евгеньевич,385,11г,3.0,Стрижнов_АЕ,woEDKqZj
352,Волынский Алексей Виталиевич,362,11т,5.0,Волынский_АВ,rjkcCbYI
353,Машонский Василий Данилович,23,9д,5.0,Машонский_ВД,E2nJb9yJ
354,Буриева Зинаида Аркадьевна,104,11д,4.0,Буриева_ЗА,KIbMhKHp
355,Борщина Алёна Ивановна,377,11а,5.0,Борщина_АИ,YEpLQ5sG
356,Белчков Олег Иванович,275,10а,4.0,Белчков_ОИ,uuCF3WmD
357,Остропиков Альберт Данилович,157,8г,2.0,Остропиков_АД,MkEeAKre
358,Оргонова Любовь Максимовна,264,7б,4.0,Оргонова_ЛМ,VisAH7tr
359,Мальков Юрий Евгеньевич,228,7г,3.0,Мальков_ЮЕ,CzfFhxDr
360,Свльхова Наталья Вадимовна,160,9т,5.0,Свльхова_НВ,Kr4ulLL9
361,Мякушков Герасим Леонидович,102,10т,3.0,Мякушков_ГЛ,ZR9kOpbo
362,Межуев Георгий Юриевич,355,8г,4.0,Межуев_ГЮ,RzVXpdEs
363,Чериншев Александр Сергеевич,439,8а,2.0,Чериншев_АС,RtzincTY
364,Муниров Алексей Андреевич,117,11г,3.0,Муниров_АА,sUPbxpfW
365,Климухин Руслан Романович,269,10в,3.0,Климухин_РР,eaUDkLCo
366,Дембская Екатерина Никитична,64,11б,4.0,Дембская_ЕН,dw0y4Oxd
367,Тюнеев Яков Фёдорович,417,10т,2.0,Тюнеев_ЯФ,Aorzba7k
368,Трушитин Антон Данилович,168,9х,3.0,Трушитин_АД,HqH3XEdU
369,Балакишиев Роман Алексиевич,143,11х,5.0,Балакишиев_РА,XDvmJV5N
370,Немтюрева Валерия Аркадьевна,12,10г,4.0,Немтюрева_ВА,to6A6FQh
371,Складанова Клавдия Аркадьевна,257,9а,3.0,Складанова_КА,GQoJ7nMW
372,Заходина Полина Леонидовна,93,10д,4.0,Заходина_ПЛ,JQrV55QV
373,Муринов Анатолий Борисович,171,11б,5.0,Муринов_АБ,iSDxhwHq
374,Гришалова Любовь Евгеньевна,301,8т,3.0,Гришалова_ЛЕ,3Rs3vNVk
375,Ситчихин Станислав Георгиевич,247,8т,5.0,Ситчихин_СГ,g9LUeD2z
376,Просяных Георгий Василиевич,366,9в,2.0,Просяных_ГВ,dSdEq0KM
377,Дзабиев Григорий Георгиевич,259,11д,5.0,Дзабиев_ГГ,Ecpfihlr
378,Рыбаулин Григорий Алексеевич,140,11а,5.0,Рыбаулин_ГА,3boWPY4I
379,Тупиева Екатерина Ивановна,400,7д,2.0,Тупиева_ЕИ,HeJDDry5
380,Куверчева Алена Ивановна,170,10д,3.0,Куверчева_АИ,8PnuUHpE
381,Цаблинова Виктория Богдановна,342,9г,4.0,Цаблинова_ВБ,PtVNIICU
382,Синенков Григорий Леонидович,230,9в,5.0,Синенков_ГЛ,wd5LOM3y
383,Лизункин Артур Олегович,4,11в,5.0,Лизункин_АО,yxNw5qkP
384,Славущева Александра Эдуардовна,81,8а,5.0,Славущева_АЭ,gl2AGkNf
385,Шахвердов Дмитрий Антонович,132,11б,2.0,Шахвердов_ДА,qg3haWAl
386,Рапацкая Ольга Ивановна,223,10г,3.0,Рапацкая_ОИ,oLzrZ0Ld
387,Сторокожев Виталий Аркадиевич,159,9б,2.0,Сторокожев_ВА,bc4pdO52
388,Половодов Кирилл Николаевич,18,8т,5.0,Половодов_КН,ZMuOo0UU
389,Халтанова Алена Дмитриевна,49,8б,3.0,Халтанова_АД,VPtsTE4m
390,Заложнев Роман Фёдорович,448,8в,4.0,Заложнев_РФ,MYM9HC6U
391,Рыжих Кристина Аркадьевна,213,7а,4.0,Рыжих_КА,Wy0ZMdVv
392,Буров Руслан Игоревич,405,11и,5.0,Буров_РИ,TPOnP8R3
393,Гачков Виталий Евгеньевич,277,9т,4.0,Гачков_ВЕ,Yk8Q3Z3p
394,Кадилов Геннадий Борисович,225,10в,3.0,Кадилов_ГБ,6MbjHfUh
395,Гликина Алёна Эдуардовна,454,9б,3.0,Гликина_АЭ,StKBPlyN
396,Ичкинина Любовь Андреевна,299,8г,5.0,Ичкинина_ЛА,SRsfBKcs
397,Мозшорина Кира Дмитриевна,65,8б,3.0,Мозшорина_КД,mfFmfsZL
398,Брижеватов Константин Борисович,152,11т,2.0,Брижеватов_КБ,2LQhmaGR
399,Бучеров Тарас Викторович,429,10д,4.0,Бучеров_ТВ,8mGyxCiW
400,Мисютина Валерия Эдуардовна,368,9г,2.0,Мисютина_ВЭ,9PeZuGpa
401,Льянов Федор Вадимович,328,8а,4.0,Льянов_ФВ,0nPqfiII
402,Щуркин Георгий Яковлевич,180,8в,4.0,Щуркин_ГЯ,fSoI5V26
403,Акулин Федор Адамович,241,10г,4.0,Акулин_ФА,fMfFY7UM
404,Волженкова Екатерина Ивановна,233,9д,4.0,Волженкова_ЕИ,RbWeseNJ
405,Махометова София Викторовна,424,8и,3.0,Махометова_СВ,GvpsFsga
406,Зызлов Геннадий Антонович,274,7в,3.0,Зызлов_ГА,ymBjmZ0L
407,Девляшова Кира Олеговна,51,11д,5.0,Девляшова_КО,zNFPpgKn
408,Яковкина Алена Никитична,320,9т,5.0,Яковкина_АН,UvdYedef
409,Бузулев Вадим Николаевич,331,10д,3.0,Бузулев_ВН,oojE1XcA
410,Ганельский Юрий Юриевич,474,9д,3.0,Ганельский_ЮЮ,HySbcD1S
411,Шкапрова Ева Ивановна,371,7б,5.0,Шкапрова_ЕИ,GhwAMec5
412,Чичирин Владимир Георгиевич,11,10а,4.0,Чичирин_ВГ,ThcxxUUx
413,Шилова Надежда Викторовна,124,9б,2.0,Шилова_НВ,vSqJ9wQ1
414,Коваев Руслан Михаилович,487,9т,3.0,Коваев_РМ,jY4crxAC
415,Саверина Надежда Андреевна,407,11б,4.0,Саверина_НА,zLIcplbO
416,Тишанкин Олег Адамович,334,9д,3.0,Тишанкин_ОА,dHrWeNmM
417,Широпаев Валерий Сергеевич,406,9б,2.0,Широпаев_ВС,UcZDyoGK
418,Щепанин Олег Адамович,226,7а,3.0,Щепанин_ОА,olP459LF
419,Оплетин Владислав Аркадиевич,361,10х,4.0,Оплетин_ВА,qioKyLTd
420,Оденова Карина Андреевна,409,8и,4.0,Оденова_КА,QTh7Or9B
421,Семагин Альберт Андреевич,456,10х,4.0,Семагин_АА,w8lypTe8
422,Черданцева Анастасия Олеговна,128,8х,3.0,Черданцева_АО,jvaD5kp4
423,Лонцова Елизавета Эдуардовна,224,7х,3.0,Лонцова_ЕЭ,1aZHzGJm
424,Сарсекеева Алёна Никитична,462,11и,4.0,Сарсекеева_АН,ZsJmALi0
425,Аковецкий Антон Евгеньевич,500,8б,4.0,Аковецкий_АЕ,9ASwGNDe
426,Аратский Станислав Борисович,351,9и,2.0,Аратский_СБ,LYdY1Qz5
427,Чужриков Пётр Денисович,200,9в,3.0,Чужриков_ПД,NOE7m9RI
428,Никитшин Алексей Кириллович,111,11и,3.0,Никитшин_АК,U2VQcsQy
429,Симендяев Василий Алексиевич,45,8д,4.0,Симендяев_ВА,tLQxWQOW
430,Ошитков Максим Сергеевич,151,10г,4.0,Ошитков_МС,WN2Jafhg
431,Юрасов Евгений Романович,338,9и,3.0,Юрасов_ЕР,pkLDx4Ch
432,Головяшин Павел Юриевич,179,7г,5.0,Головяшин_ПЮ,46jHdi9t
433,Манжурина Екатерина Сергеевна,219,7т,3.0,Манжурина_ЕС,pLr1mPE2
434,Никурашин Олег Евгеньевич,291,11х,2.0,Никурашин_ОЕ,7Eax9FU3
435,Бехтерев Федор Вадимович,137,9х,3.0,Бехтерев_ФВ,JHDMfh2z
436,Годлевская Катерина Дмитриевна,403,11г,3.0,Годлевская_КД,6qgyyjqX
437,Акиярова Алина Эдуардовна,9,11а,4.0,Акиярова_АЭ,nDFf0PfO
438,Милина Алена Петровна,359,8г,3.0,Милина_АП,ODng3sjO
439,Воловин Борис Викторович,350,7т,2.0,Воловин_БВ,2eml5PfE
440,Туморина Ксения Федоровна,133,8б,5.0,Туморина_КФ,hCjz5GUW
441,Желейков Вячеслав Яковлевич,199,8г,3.0,Желейков_ВЯ,w8f5kSBS
442,Шишорнина Екатерина Алексеевна,183,8т,3.0,Шишорнина_ЕА,x9Hp29N7
443,Юумогулова Виолетта Игоревна,311,10х,3.0,Юумогулова_ВИ,llotlou8
444,Рецков Денис Денисович,85,10д,2.0,Рецков_ДД,LbQ0aCzP
445,Химунина Елизавета Ивановна,392,7д,2.0,Химунина_ЕИ,1Wjgesex
446,Кобрянов Александр Алексиевич,455,7т,2.0,Кобрянов_АА,Ed1ONfVQ
447,Бирылов Тарас Данилович,243,11а,3.0,Бирылов_ТД,dHx31KdC
448,Туфатулин Ярослав Леонидович,485,8х,4.0,Туфатулин_ЯЛ,fOmeHaxN
449,Долбишев Николай Аркадиевич,292,10б,5.0,Долбишев_НА,BSrVqBEg
450,Махтумова Алёна Эдуардовна,186,10б,4.0,Махтумова_АЭ,STrObfzF
451,Нарзаркин Алексей Романович,423,10т,2.0,Нарзаркин_АР,mHQVkLeH
452,Куранина Алена Леонидовна,196,9б,4.0,Куранина_АЛ,8O5hQqTL
453,Ситюков Аркадий Евгеньевич,32,10в,3.0,Ситюков_АЕ,x5AZWLzp
454,Мизюрова Алиса Никитична,176,7г,4.0,Мизюрова_АН,BMadZEkD
455,Пандурова Алиса Дмитриевна,130,9б,2.0,Пандурова_АД,naQg2cBw
456,Жилейкин Борис Тимофеевич,91,7в,2.0,Жилейкин_БТ,1xw6Iz31
457,Корпункова Виолетта Сергеевна,83,11а,3.0,Корпункова_ВС,WDy1eBwt
458,Пашохонова Анастасия Федоровна,467,9в,4.0,Пашохонова_АФ,PSCfqSHS
459,Сузальцева Тамара Михайловна,357,8х,4.0,Сузальцева_ТМ,cUTJtq9H
460,Чиличкина Светлана Яковлевна,5,8в,5.0,Чиличкина_СЯ,0N8v7BP6
461,Шантыкова Карина Максимовна,198,10д,3.0,Шантыкова_КМ,pzMchhyH
462,Недосекин Владислав Яковлевич,457,10а,4.0,Недосекин_ВЯ,4Fd3KnXE
463,Максимкин Федор Фёдорович,172,10г,2.0,Максимкин_ФФ,WYAn037i
464,Матбиюшина Виктория Игоревна,237,8д,2.0,Матбиюшина_ВИ,3fFpFlMa
465,Шишкунов Герасим Юрьевич,110,8т,4.0,Шишкунов_ГЮ,tox5F6Oy
466,Сухинин Георгий Алексиевич,475,10х,4.0,Сухинин_ГА,IYhgzIwY
467,Бисеева Полина Романовна,48,7д,5.0,Бисеева_ПР,Aa1Krkm2
468,Жукулов Михаил Денисович,60,11г,3.0,Жукулов_МД,P2VOthez
469,Тоняев Герасим Петрович,378,9т,5.0,Тоняев_ГП,UdfV0G2Y
470,Шушенкова Алёна Олеговна,36,7и,2.0,Шушенкова_АО,EK7mVZZX
471,Разроев Дмитрий Павлович,59,9а,2.0,Разроев_ДП,yX8YuLip
472,Баззаев Анатолий Данилович,339,9д,2.0,Баззаев_АД,4yLlCuuO
473,Цекова Алла Олеговна,50,8д,2.0,Цекова_АО,NRDkbkdF
474,Аборонова Алиса Алексеевна,444,7г,5.0,Аборонова_АА,rl8febgU
475,Ягловская Ева Олеговна,181,8в,4.0,Ягловская_ЕО,FxhvtAPi
476,Шароварова Яна Романовна,175,8а,4.0,Шароварова_ЯР,ySLc0IUn
477,Общев Яков Викторович,466,8а,4.0,Общев_ЯВ,DCMrLwij
478,Ойзерская Катерина Эдуардовна,120,7х,2.0,Ойзерская_КЭ,05khTb5i
479,Прусский Ярослав Иванович,479,11б,2.0,Прусский_ЯИ,dHslTYdb
480,Лабинов Павел Алексеевич,272,7б,5.0,Лабинов_ПА,cTOyuaiP
481,Покровов Эдуард Павлович,312,8б,2.0,Покровов_ЭП,X7lRsbd2
482,Мачехин Эдуард Данилович,19,7д,3.0,Мачехин_ЭД,iROhXQLu
483,Кодорская Раиса Ивановна,27,11б,3.0,Кодорская_РИ,fSn87cbp
484,Кондраева Марина Ивановна,469,9д,3.0,Кондраева_МИ,OB3IgbN8
485,Бульенков Валентин Иванович,136,10т,4.0,Бульенков_ВИ,eKCDF1XP
486,Тагакова Вероника Яковлевна,393,8т,4.0,Тагакова_ВЯ,Zay79Xvt
487,Гершанова Любовь Евгеньевна,383,11т,5.0,Гершанова_ЛЕ,nsev6E3G
488,Салина Алена Егоровна,73,11в,5.0,Салина_АЕ,l92DXC8f
489,Фрумова Зинаида Аркадьевна,78,8а,4.0,Фрумова_ЗА,fiqDZ9uQ
490,Хорняков Борис Борисович,13,8г,2.0,Хорняков_ББ,44AIgwxf
491,Гдагазина Лиза Василевна,212,9т,5.0,Гдагазина_ЛВ,alE8zidO
492,Агаршев Ярослав Михаилович,276,9т,2.0,Агаршев_ЯМ,MeehMJom
493,Корюшин Пётр Антонович,326,8х,2.0,Корюшин_ПА,UIgO8yGP
494,Калаев Пётр Алексиевич,68,8а,3.0,Калаев_ПА,pWwUg4Nn
495,Ккаталкина Виолетта Егоровна,53,7б,2.0,Ккаталкина_ВЕ,gMXiLcyj
496,Рачнов Герасим Алексеевич,103,10а,5.0,Рачнов_ГА,Z6Hccx77
497,Миндубаева Людмила Леонидовна,477,11и,2.0,Миндубаева_ЛЛ,VQBX7Qrv
498,Агафьева Вера Ивановна,352,11х,3.0,Агафьева_ВИ,viJtkNeB
499,Житин Эдуард Адамович,481,9а,5.0,Житин_ЭА,pJU4aKkr
